property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_in_lakhs,price_category
PROP-001192,Bangalore,Whitefield,Standard,Independent House,2,2,3,1427,1152,0,8,Ground,North,Semi-Furnished,9,0,6.6,0,0,1,0,3169,12.7,5.1,1,0,Resale,123.03,Low
PROP-003728,Hyderabad,Gachibowli,Standard,Apartment,1,1,0,515,418,12,17,High (10-19),South-West,Unfurnished,0,1,4.4,0,0,1,1,1089,22.0,2.1,0,2,Resale,41.17,Low
PROP-007351,Bangalore,Indiranagar,Premium,Apartment,3,4,0,1494,1285,36,37,Top (20+),North,Fully Furnished,0,2,8.1,1,1,1,1,5339,6.2,7.5,5,2,New,241.96,High
PROP-028018,Bangalore,Whitefield,Standard,Independent House,5,5,2,2519,2038,12,13,High (10-19),North,Unfurnished,0,3,5.2,0,0,1,1,3336,11.4,1.2,1,3,Resale,198.75,High
PROP-001632,Delhi,South Delhi,Premium,Apartment,3,4,2,1529,1316,1,2,Low (1-4),North,Unfurnished,0,0,9.3,1,0,1,0,3578,6.1,4.2,2,5,Resale,192.31,High
PROP-012957,Mumbai,Powai,Standard,Row House,4,4,1,1867,1560,7,13,Mid (5-9),North-West,Semi-Furnished,2,5,6.5,0,0,1,1,3124,12.2,3.5,2,1,Resale,191.76,High
PROP-021462,Mumbai,Bandra,Premium,Independent House,3,4,2,1753,1495,19,22,High (10-19),South,Semi-Furnished,4,0,8.4,1,1,1,1,6872,13.0,3.3,3,1,Resale,247.28,High
PROP-015750,Bangalore,Indiranagar,Premium,Apartment,3,3,0,1288,1071,19,23,High (10-19),East,Unfurnished,0,1,8.6,0,0,0,1,3225,16.9,4.1,4,2,Resale,157.81,Low
PROP-032275,Hyderabad,Jubilee Hills,Premium,Apartment,2,2,1,897,725,0,4,Ground,North-East,Semi-Furnished,2,4,4.7,0,1,1,0,4402,6.8,2.7,6,2,Resale,117.58,Low
PROP-043262,Bangalore,Indiranagar,Premium,Apartment,3,4,4,1311,1077,10,11,High (10-19),North-East,Unfurnished,0,2,6.6,1,1,1,1,5981,6.3,4.7,3,3,New,194.26,High
PROP-034216,Mumbai,Thane,Affordable,Independent House,3,2,1,1774,1483,7,8,Mid (5-9),East,Fully Furnished,5,0,3.8,0,0,0,1,3347,19.0,1.1,5,1,New,128.79,Low
PROP-003650,Mumbai,Navi Mumbai,Affordable,Row House,3,3,1,1340,1084,7,8,Mid (5-9),South-West,Semi-Furnished,1,0,4.4,0,0,1,1,3309,20.2,5.7,0,2,Resale,55.11,Low
PROP-023631,Mumbai,Bandra,Premium,Villa,4,4,0,2182,1774,4,5,Low (1-4),North-East,Unfurnished,9,3,9.0,1,1,1,1,6133,5.7,1.1,8,4,Resale,328.79,High
PROP-046246,Delhi,Noida Sector 62,Standard,Independent House,4,4,3,2260,1861,2,6,Low (1-4),South-West,Semi-Furnished,14,1,4.8,0,0,1,1,2784,10.1,2.6,2,1,New,132.35,Low
PROP-004165,Bangalore,Indiranagar,Premium,Independent House,2,2,1,1119,907,19,27,High (10-19),South-East,Semi-Furnished,1,3,7.5,0,1,1,1,5057,7.8,2.2,3,0,New,212.53,High
PROP-034520,Bangalore,Indiranagar,Premium,Apartment,2,2,3,696,606,15,16,High (10-19),South-West,Unfurnished,29,0,6.1,1,0,1,1,4384,5.1,4.0,1,2,Resale,64.31,Low
PROP-004635,Bangalore,Whitefield,Standard,Apartment,3,2,3,1555,1361,0,16,Ground,East,Semi-Furnished,8,1,5.0,0,0,1,0,2175,11.7,1.9,2,2,Resale,106.46,Low
PROP-029378,Bangalore,Electronic City,Standard,Independent House,4,5,2,2175,1805,17,25,High (10-19),North-West,Unfurnished,40,1,4.0,0,0,0,1,3151,10.4,7.8,8,1,Resale,113.83,Low
PROP-009648,Delhi,Noida Sector 62,Standard,Villa,4,4,1,2141,1745,0,3,Ground,South-East,Semi-Furnished,1,4,7.2,0,0,1,0,4188,10.7,2.3,1,3,Resale,235.56,High
PROP-046865,Bangalore,HSR Layout,Standard,Penthouse,4,5,0,2094,1802,7,8,Mid (5-9),North-East,Semi-Furnished,7,3,7.4,1,0,1,1,3870,11.9,1.9,5,3,Resale,160.11,Low
PROP-019704,Delhi,Noida Extension,Affordable,Independent House,2,2,2,1428,1201,8,12,Mid (5-9),North-East,Unfurnished,0,2,5.9,1,0,0,1,3877,21.2,2.8,3,2,New,84.23,Low
PROP-032773,Delhi,Dwarka,Standard,Apartment,3,3,1,1441,1170,6,11,Mid (5-9),South-East,Unfurnished,4,2,5.9,0,0,1,1,3715,11.3,2.0,3,1,New,111.51,Low
PROP-046045,Bangalore,Indiranagar,Premium,Row House,5,6,0,2119,1735,1,7,Low (1-4),South-East,Semi-Furnished,7,1,6.8,1,1,1,0,6950,10.7,2.5,2,2,Resale,362.38,High
PROP-013057,Mumbai,Bandra,Premium,Apartment,3,4,2,1386,1194,1,8,Low (1-4),East,Fully Furnished,0,1,6.7,1,1,0,0,6909,14.2,1.4,5,2,Resale,215.88,High
PROP-007031,Mumbai,Bandra,Premium,Independent House,2,1,3,1323,1123,3,12,Low (1-4),South-East,Semi-Furnished,5,2,6.7,0,1,1,1,4941,8.1,9.3,1,5,Resale,168.51,Low
PROP-025806,Mumbai,Thane,Affordable,Villa,5,5,1,2773,2307,0,9,Ground,North,Fully Furnished,4,3,7.1,0,0,1,0,4485,21.2,0.7,0,1,Resale,166.05,Low
PROP-046038,Mumbai,Navi Mumbai,Affordable,Apartment,3,3,1,1470,1218,9,18,Mid (5-9),West,Fully Furnished,5,1,5.2,1,0,0,1,4058,21.8,0.1,4,2,Resale,107.4,Low
PROP-014419,Mumbai,Bandra,Premium,Row House,2,2,4,821,688,17,21,High (10-19),West,Fully Furnished,3,0,5.9,1,0,1,1,4415,4.5,0.1,4,1,New,143.67,Low
PROP-020367,Hyderabad,Kondapur,Standard,Row House,3,4,1,1317,1082,10,15,High (10-19),South-East,Semi-Furnished,6,0,5.6,0,0,0,1,1356,11.2,1.0,2,4,New,139.76,Low
PROP-038114,Mumbai,Andheri,Standard,Apartment,2,2,4,812,684,5,6,Mid (5-9),South-East,Semi-Furnished,1,3,4.4,0,0,0,1,1430,16.5,2.9,2,3,Resale,71.7,Low
PROP-020393,Hyderabad,Gachibowli,Standard,Apartment,2,2,1,858,729,10,14,High (10-19),South-West,Semi-Furnished,2,0,3.8,0,0,1,1,1922,16.5,0.6,1,1,Resale,61.33,Low
PROP-003667,Hyderabad,Kondapur,Standard,Studio,1,1,1,652,553,15,16,High (10-19),South-East,Unfurnished,6,2,6.1,1,0,0,1,3258,13.4,2.0,1,0,Resale,44.01,Low
PROP-008755,Delhi,Dwarka,Standard,Row House,3,3,3,1369,1194,0,5,Ground,North,Unfurnished,8,0,4.3,0,0,0,0,3063,11.9,0.6,2,1,Resale,89.84,Low
PROP-016862,Delhi,Dwarka,Standard,Apartment,1,1,1,376,310,35,44,Top (20+),West,Unfurnished,5,1,6.3,0,0,1,1,1394,11.3,4.2,4,1,Resale,28.6,Low
PROP-046687,Bangalore,Whitefield,Standard,Row House,4,4,1,1799,1535,17,25,High (10-19),South,Unfurnished,11,4,3.8,0,0,0,1,3492,11.0,0.3,3,0,New,150.09,Low
PROP-037150,Delhi,Gurgaon DLF,Premium,Independent House,3,3,2,1783,1455,19,20,High (10-19),South-East,Fully Furnished,1,3,3.9,1,1,1,1,6481,9.9,0.6,3,4,Resale,287.61,High
PROP-008271,Hyderabad,Kondapur,Standard,Apartment,2,2,1,986,807,9,11,Mid (5-9),West,Fully Furnished,5,2,5.0,1,0,0,1,3718,12.4,0.4,3,2,New,119.02,Low
PROP-029831,Delhi,Noida Extension,Affordable,Apartment,3,3,0,1354,1165,19,23,High (10-19),South-East,Unfurnished,1,1,4.6,0,0,0,1,4154,18.6,0.4,5,2,Resale,69.74,Low
PROP-027136,Bangalore,Koramangala,Premium,Row House,4,5,1,1666,1353,15,24,High (10-19),South,Fully Furnished,3,2,5.5,0,0,1,1,3224,4.6,1.1,3,4,Resale,247.93,High
PROP-045593,Delhi,Noida Sector 62,Standard,Villa,4,4,4,2157,1823,39,45,Top (20+),West,Semi-Furnished,5,1,6.5,0,1,1,1,5219,11.4,5.3,10,1,Resale,144.68,Low
PROP-010350,Mumbai,Bandra,Premium,Villa,3,4,2,1702,1403,0,17,Ground,North-West,Fully Furnished,6,2,10.0,1,0,1,0,5181,7.5,1.7,5,2,Resale,222.08,High
PROP-010219,Mumbai,Powai,Standard,Villa,2,2,1,1393,1142,18,25,High (10-19),East,Semi-Furnished,3,1,9.1,1,0,1,1,3986,10.6,0.5,3,4,Resale,81.14,Low
PROP-014031,Hyderabad,Madhapur,Standard,Villa,5,5,2,2566,2088,17,18,High (10-19),South-West,Unfurnished,3,5,9.9,0,0,0,1,3234,11.2,0.6,2,2,Resale,227.85,High
PROP-018020,Delhi,South Delhi,Premium,Apartment,5,6,4,1991,1718,37,45,Top (20+),South,Unfurnished,10,1,3.1,1,1,1,1,7578,4.5,9.6,6,3,New,272.98,High
PROP-024055,Hyderabad,Jubilee Hills,Premium,Apartment,3,3,1,1550,1261,5,9,Mid (5-9),South-East,Unfurnished,1,2,7.0,1,0,1,1,4070,15.0,2.7,4,3,Resale,283.31,High
PROP-045076,Delhi,Noida Sector 62,Standard,Apartment,3,3,2,1148,957,15,17,High (10-19),East,Unfurnished,8,2,3.9,0,0,1,1,1974,10.4,0.2,4,2,New,143.85,Low
PROP-007758,Mumbai,Andheri,Standard,Penthouse,5,5,2,2657,2306,2,6,Low (1-4),North-East,Semi-Furnished,13,1,5.3,1,0,1,1,5025,11.6,0.1,3,0,Resale,103.94,Low
PROP-036174,Bangalore,Electronic City,Standard,Independent House,2,3,2,1486,1207,1,9,Low (1-4),North-West,Fully Furnished,0,0,6.1,0,0,0,0,2884,10.7,3.1,3,1,New,160.25,Low
PROP-035126,Bangalore,Indiranagar,Premium,Studio,1,1,0,489,400,4,10,Low (1-4),North-West,Semi-Furnished,0,0,5.6,1,1,1,1,5237,5.1,3.9,3,3,Resale,83.87,Low
PROP-001041,Delhi,Noida Sector 62,Standard,Villa,3,4,2,1716,1464,7,8,Mid (5-9),North-West,Semi-Furnished,4,3,7.1,1,0,1,1,3678,12.0,1.8,2,1,New,176.04,Low
PROP-020900,Bangalore,HSR Layout,Standard,Villa,4,5,2,2232,1954,8,9,Mid (5-9),South,Semi-Furnished,2,3,7.1,0,0,0,1,3894,12.3,0.9,0,1,New,296.06,High
PROP-048249,Bangalore,Whitefield,Standard,Row House,3,3,1,1385,1213,6,8,Mid (5-9),East,Unfurnished,11,4,4.5,0,0,0,1,2156,12.1,0.7,5,2,Resale,153.04,Low
PROP-041443,Bangalore,HSR Layout,Standard,Apartment,4,5,1,1723,1400,12,15,High (10-19),East,Fully Furnished,20,4,7.5,0,0,0,1,2103,11.9,1.4,4,3,Resale,129.48,Low
PROP-037529,Mumbai,Bandra,Premium,Apartment,2,3,0,770,653,4,5,Low (1-4),South,Unfurnished,4,1,6.9,1,1,1,1,5382,7.1,1.7,3,3,Resale,128.98,Low
PROP-000635,Hyderabad,Jubilee Hills,Premium,Apartment,4,4,3,1932,1660,0,7,Ground,South-East,Fully Furnished,7,1,6.2,0,1,0,0,5664,5.5,0.6,6,3,Resale,260.3,High
PROP-017614,Mumbai,Navi Mumbai,Affordable,Apartment,4,3,0,1944,1599,4,11,Low (1-4),West,Semi-Furnished,11,0,5.2,0,0,1,1,2813,18.4,2.3,3,0,New,94.33,Low
PROP-023995,Bangalore,Whitefield,Standard,Apartment,1,1,0,473,391,33,36,Top (20+),South,Unfurnished,14,0,3.9,0,0,0,1,1590,10.0,3.1,3,1,New,25.48,Low
PROP-002043,Delhi,Dwarka,Standard,Villa,4,3,4,1853,1496,8,15,Mid (5-9),East,Semi-Furnished,5,3,6.1,1,1,1,1,6347,13.3,4.3,1,1,New,241.83,High
PROP-005805,Bangalore,Indiranagar,Premium,Apartment,2,2,1,609,519,12,15,High (10-19),North-West,Unfurnished,1,4,5.1,1,0,1,1,3299,9.7,0.7,5,2,Resale,132.67,Low
PROP-028259,Delhi,South Delhi,Premium,Villa,5,5,1,2618,2247,13,22,High (10-19),East,Semi-Furnished,6,2,10.0,1,1,1,1,7205,6.9,0.6,2,3,New,345.76,High
PROP-048503,Mumbai,Andheri,Standard,Villa,5,6,1,2649,2284,24,32,Top (20+),South,Fully Furnished,1,5,7.6,0,1,0,1,5139,17.3,3.0,2,3,New,335.64,High
PROP-039399,Hyderabad,Madhapur,Standard,Independent House,4,4,0,2212,1914,6,11,Mid (5-9),North-East,Fully Furnished,1,5,4.2,0,0,0,1,3275,23.5,7.6,3,1,Resale,191.87,High
PROP-002883,Hyderabad,Kondapur,Standard,Apartment,3,2,0,1219,1006,7,8,Mid (5-9),South,Semi-Furnished,1,2,4.0,0,0,1,1,2856,13.4,5.9,1,1,Resale,108.19,Low
PROP-008776,Delhi,Dwarka,Standard,Apartment,3,3,1,1196,1012,7,15,Mid (5-9),South-East,Fully Furnished,12,1,4.6,0,0,1,1,2685,28.2,1.4,5,3,Resale,105.64,Low
PROP-043168,Hyderabad,Gachibowli,Standard,Villa,2,2,0,1282,1060,26,33,Top (20+),East,Unfurnished,1,1,6.4,1,0,1,1,3609,10.7,2.0,2,0,Resale,116.37,Low
PROP-033287,Mumbai,Navi Mumbai,Affordable,Independent House,3,4,2,1628,1364,15,16,High (10-19),South,Unfurnished,7,5,5.0,0,0,1,1,2149,29.0,0.1,4,2,New,58.27,Low
PROP-008504,Bangalore,Electronic City,Standard,Row House,5,6,4,2167,1739,22,31,Top (20+),South,Unfurnished,3,1,3.7,0,0,1,1,3274,11.1,7.4,0,2,Resale,230.43,High
PROP-022660,Delhi,Noida Extension,Affordable,Villa,5,6,1,2766,2282,7,8,Mid (5-9),West,Unfurnished,6,5,6.8,0,1,1,1,5935,20.5,4.2,1,2,Resale,147.1,Low
PROP-034212,Bangalore,Indiranagar,Premium,Apartment,2,3,2,1054,884,9,13,Mid (5-9),East,Fully Furnished,25,4,4.4,1,0,1,1,3491,5.2,2.7,3,5,New,152.63,Low
PROP-007631,Mumbai,Andheri,Standard,Villa,3,4,1,1740,1445,18,19,High (10-19),East,Semi-Furnished,6,2,6.6,1,0,1,1,4302,11.2,0.3,2,1,Resale,166.01,Low
PROP-017588,Delhi,Gurgaon DLF,Premium,Independent House,3,3,2,1895,1545,11,15,High (10-19),North-East,Semi-Furnished,26,4,8.2,1,1,1,1,6606,8.7,8.1,5,2,Resale,224.37,High
PROP-015249,Mumbai,Andheri,Standard,Studio,1,1,3,343,288,11,20,High (10-19),North,Semi-Furnished,1,3,4.6,0,0,0,1,2232,12.6,0.7,6,0,New,38.81,Low
PROP-047690,Mumbai,Bandra,Premium,Apartment,3,3,1,1271,1112,19,24,High (10-19),East,Semi-Furnished,0,1,6.1,1,1,1,1,5808,8.6,5.3,2,1,New,250.13,High
PROP-046544,Mumbai,Powai,Standard,Row House,4,4,2,1650,1450,13,15,High (10-19),North,Semi-Furnished,3,3,4.3,0,0,0,1,2720,10.9,2.4,0,0,Resale,85.81,Low
PROP-008174,Hyderabad,Madhapur,Standard,Apartment,3,2,1,1194,995,12,21,High (10-19),South,Unfurnished,0,0,4.4,1,0,1,1,4476,12.8,2.3,1,2,Resale,111.18,Low
PROP-041993,Bangalore,Indiranagar,Premium,Independent House,3,4,4,1629,1415,10,14,High (10-19),South-West,Unfurnished,16,3,6.4,1,1,1,1,6558,10.0,1.6,3,4,Resale,165.48,Low
PROP-047291,Mumbai,Powai,Standard,Apartment,2,2,2,834,673,18,22,High (10-19),North-West,Unfurnished,6,0,6.7,1,0,1,1,3012,10.7,0.3,2,0,Resale,69.32,Low
PROP-005404,Hyderabad,Banjara Hills,Premium,Apartment,2,1,1,1091,908,2,9,Low (1-4),North,Semi-Furnished,7,3,7.1,1,1,1,1,5137,6.5,1.0,8,2,New,99.93,Low
PROP-018938,Delhi,Noida Sector 62,Standard,Row House,3,3,0,1501,1273,1,2,Low (1-4),South,Unfurnished,8,2,3.0,0,0,1,0,2688,16.8,4.5,2,5,Resale,123.97,Low
PROP-048705,Delhi,South Delhi,Premium,Apartment,2,3,0,842,732,7,12,Mid (5-9),West,Fully Furnished,13,4,8.4,1,1,1,1,5010,4.6,0.7,5,2,Resale,96.68,Low
PROP-009763,Bangalore,Whitefield,Standard,Row House,3,3,0,1186,994,9,15,Mid (5-9),South-West,Unfurnished,1,1,3.7,0,0,1,1,2609,11.5,6.2,2,2,Resale,84.19,Low
PROP-011821,Delhi,Gurgaon DLF,Premium,Row House,3,4,2,1452,1205,9,11,Mid (5-9),South-West,Unfurnished,13,0,5.0,1,0,1,1,4017,8.6,0.9,4,3,New,144.3,Low
PROP-045716,Hyderabad,Gachibowli,Standard,Row House,3,3,2,1198,990,0,4,Ground,North-East,Fully Furnished,3,1,4.2,1,0,1,0,3697,10.6,1.9,0,2,Resale,123.98,Low
PROP-033225,Mumbai,Powai,Standard,Villa,4,4,1,2296,1985,3,4,Low (1-4),West,Fully Furnished,1,3,6.5,0,0,1,1,3628,10.9,3.4,1,0,Resale,190.81,High
PROP-022984,Mumbai,Andheri,Standard,Apartment,2,2,2,1077,925,0,8,Ground,North-East,Unfurnished,15,1,4.9,0,0,1,0,1973,23.4,11.9,1,3,New,88.98,Low
PROP-019637,Bangalore,Koramangala,Premium,Apartment,3,3,1,1433,1222,5,6,Mid (5-9),West,Semi-Furnished,1,0,5.8,1,0,1,1,4503,4.9,4.8,5,3,Resale,172.34,Low
PROP-007451,Hyderabad,Kondapur,Standard,Villa,5,5,4,2733,2364,4,5,Low (1-4),West,Semi-Furnished,2,4,8.2,1,0,1,1,4863,14.6,1.1,1,2,New,181.16,Low
PROP-019143,Hyderabad,Banjara Hills,Premium,Independent House,2,2,2,1043,904,4,7,Low (1-4),South,Semi-Furnished,0,2,5.6,0,0,1,1,1379,4.8,15.0,2,2,New,150.86,Low
PROP-039024,Delhi,South Delhi,Premium,Row House,3,4,1,1367,1107,0,12,Ground,South-West,Semi-Furnished,17,1,6.5,1,1,1,0,5702,4.7,1.2,5,2,Resale,112.91,Low
PROP-010823,Mumbai,Andheri,Standard,Row House,3,3,3,1299,1057,0,7,Ground,South-West,Fully Furnished,9,1,5.0,0,0,0,0,2287,11.0,0.8,0,2,Resale,120.42,Low
PROP-033526,Delhi,South Delhi,Premium,Independent House,3,3,1,1767,1455,9,11,Mid (5-9),South,Unfurnished,5,3,6.9,1,1,1,1,5976,8.0,0.3,5,2,New,275.74,High
PROP-045045,Delhi,Noida Extension,Affordable,Row House,5,5,3,2265,1980,0,12,Ground,South-East,Semi-Furnished,4,3,3.5,0,0,0,0,4503,20.0,2.2,0,2,Resale,106.87,Low
PROP-021244,Bangalore,Koramangala,Premium,Apartment,2,2,1,827,697,9,16,Mid (5-9),West,Semi-Furnished,7,1,6.3,1,1,1,1,6486,5.4,4.0,2,4,Resale,88.31,Low
PROP-011187,Hyderabad,Jubilee Hills,Premium,Apartment,2,1,1,896,766,14,18,High (10-19),North-East,Unfurnished,6,3,8.2,1,0,0,1,5028,4.1,2.3,5,5,Resale,129.34,Low
PROP-000303,Delhi,South Delhi,Premium,Villa,3,3,1,2013,1693,0,1,Ground,North-East,Unfurnished,6,3,8.5,1,1,1,0,6503,6.1,4.4,3,4,New,311.19,High
PROP-020515,Mumbai,Navi Mumbai,Affordable,Independent House,4,4,0,2133,1805,30,34,Top (20+),South-East,Semi-Furnished,2,1,6.9,0,0,0,1,2588,18.5,1.1,3,1,Resale,92.08,Low
PROP-028665,Delhi,Gurgaon DLF,Premium,Villa,4,4,2,2652,2325,15,23,High (10-19),East,Fully Furnished,13,2,7.7,1,1,1,1,7468,5.8,0.3,2,1,Resale,505.45,High
PROP-005978,Bangalore,Indiranagar,Premium,Apartment,5,5,1,2103,1719,5,6,Mid (5-9),North-West,Semi-Furnished,1,3,5.4,1,0,1,1,4422,6.4,0.3,2,2,Resale,312.33,High
PROP-004010,Delhi,South Delhi,Premium,Apartment,2,2,2,921,807,4,7,Low (1-4),North-West,Unfurnished,5,0,7.5,0,1,1,1,3498,6.6,0.9,3,0,Resale,169.31,Low
PROP-047177,Bangalore,Koramangala,Premium,Apartment,3,3,2,1345,1123,8,11,Mid (5-9),East,Unfurnished,1,1,8.7,1,0,1,1,4549,10.6,0.9,4,3,Resale,187.28,Low
PROP-005002,Hyderabad,Gachibowli,Standard,Villa,3,4,3,1677,1427,9,15,Mid (5-9),North-West,Unfurnished,1,4,6.5,1,1,1,1,6630,10.8,3.2,1,1,Resale,182.73,Low
PROP-022158,Delhi,Gurgaon DLF,Premium,Independent House,5,5,2,2727,2345,0,8,Ground,North,Semi-Furnished,2,4,7.6,0,0,1,0,3484,4.4,1.8,5,0,Resale,420.14,High
PROP-033877,Delhi,Gurgaon DLF,Premium,Penthouse,3,4,0,1628,1331,7,12,Mid (5-9),South,Fully Furnished,19,1,8.5,1,1,1,1,6165,8.4,5.5,7,6,Resale,238.74,High
PROP-009335,Delhi,Dwarka,Standard,Apartment,3,3,1,1440,1200,0,6,Ground,West,Unfurnished,5,5,7.0,0,0,1,0,2271,11.8,6.7,3,0,New,136.61,Low
PROP-049321,Mumbai,Powai,Standard,Apartment,1,1,0,300,258,9,18,Mid (5-9),South-East,Semi-Furnished,14,2,3.2,0,0,0,1,2185,14.0,2.1,2,1,Resale,12.92,Low
PROP-042095,Delhi,Noida Sector 62,Standard,Row House,4,4,4,1824,1481,16,22,High (10-19),South,Unfurnished,5,4,4.4,0,0,1,1,1808,12.2,0.2,9,3,New,138.75,Low
PROP-002221,Mumbai,Thane,Affordable,Independent House,4,3,0,2164,1895,11,15,High (10-19),West,Semi-Furnished,2,3,4.6,0,0,1,1,3390,19.0,1.2,0,1,New,99.54,Low
PROP-016188,Bangalore,Whitefield,Standard,Row House,5,5,4,2358,1963,5,9,Mid (5-9),North-East,Semi-Furnished,0,1,5.9,0,0,1,1,3659,13.1,0.1,0,5,New,276.6,High
PROP-016512,Hyderabad,Kondapur,Standard,Villa,5,5,1,2682,2317,10,18,High (10-19),South,Unfurnished,1,5,8.0,1,0,1,1,4235,12.3,1.3,0,2,New,172.42,Low
PROP-000002,Mumbai,Powai,Standard,Row House,2,1,1,908,778,9,17,Mid (5-9),West,Semi-Furnished,14,0,6.0,1,0,1,1,3893,24.2,1.3,3,2,Resale,71.48,Low
PROP-007524,Mumbai,Thane,Affordable,Independent House,4,5,1,2044,1665,14,15,High (10-19),West,Semi-Furnished,0,1,5.5,1,0,1,1,4549,25.2,1.4,3,0,Resale,123.81,Low
PROP-020604,Delhi,Gurgaon DLF,Premium,Independent House,3,4,2,1673,1391,0,12,Ground,North,Semi-Furnished,17,2,6.5,1,1,0,0,6038,6.1,1.1,1,2,Resale,147.85,Low
PROP-039393,Mumbai,Andheri,Standard,Apartment,1,1,2,598,511,36,37,Top (20+),South,Fully Furnished,1,1,3.7,0,0,1,1,1697,19.7,1.0,2,0,New,39.52,Low
PROP-041716,Delhi,Noida Sector 62,Standard,Villa,5,5,1,2767,2411,6,7,Mid (5-9),North,Fully Furnished,8,2,7.1,0,0,1,1,4247,13.1,0.1,2,1,Resale,238.91,High
PROP-014745,Mumbai,Thane,Affordable,Apartment,2,3,1,940,798,6,9,Mid (5-9),North,Semi-Furnished,0,0,7.2,0,0,0,1,2591,19.9,0.9,2,2,New,40.38,Low
PROP-020247,Bangalore,Koramangala,Premium,Villa,4,3,4,2213,1910,13,21,High (10-19),North-East,Unfurnished,5,3,10.0,1,1,0,1,7468,5.6,0.2,2,0,Resale,362.63,High
PROP-043188,Hyderabad,Banjara Hills,Premium,Studio,1,1,1,371,324,4,11,Low (1-4),South-West,Semi-Furnished,3,0,5.4,1,0,0,1,3186,14.1,2.7,5,3,Resale,47.36,Low
PROP-026705,Bangalore,Electronic City,Standard,Apartment,3,2,0,1443,1228,2,9,Low (1-4),West,Semi-Furnished,0,1,6.3,0,0,1,1,2894,17.5,1.3,3,1,Resale,124.73,Low
PROP-044115,Bangalore,HSR Layout,Standard,Apartment,2,2,4,874,758,17,21,High (10-19),South,Unfurnished,19,2,2.2,0,0,1,1,3205,12.1,1.3,4,0,Resale,68.66,Low
PROP-029975,Delhi,Noida Sector 62,Standard,Apartment,3,4,2,1259,1084,13,14,High (10-19),South-West,Semi-Furnished,0,2,4.6,0,0,1,1,2578,20.2,0.2,2,1,New,72.58,Low
PROP-046314,Mumbai,Bandra,Premium,Villa,4,4,0,2145,1832,31,32,Top (20+),West,Unfurnished,1,5,10.0,1,1,0,1,7482,4.6,0.9,2,3,New,303.16,High
PROP-045898,Delhi,Noida Extension,Affordable,Apartment,3,3,0,1296,1099,3,12,Low (1-4),East,Fully Furnished,0,1,6.0,0,0,0,1,1858,19.2,3.6,3,1,New,57.55,Low
PROP-016794,Mumbai,Thane,Affordable,Independent House,3,4,3,1994,1741,1,3,Low (1-4),North,Unfurnished,2,2,3.9,0,0,0,0,2441,20.7,1.7,3,0,Resale,74.38,Low
PROP-030052,Delhi,Gurgaon DLF,Premium,Row House,2,2,2,661,556,8,9,Mid (5-9),North-East,Semi-Furnished,0,2,7.3,1,1,1,1,5902,4.8,3.4,4,1,Resale,86.73,Low
PROP-009597,Mumbai,Andheri,Standard,Villa,4,4,3,2506,2026,14,16,High (10-19),East,Unfurnished,2,4,7.4,1,0,1,1,4899,10.9,2.0,3,3,New,233.42,High
PROP-044656,Bangalore,HSR Layout,Standard,Penthouse,3,3,3,1518,1298,5,11,Mid (5-9),South-West,Fully Furnished,9,3,8.5,0,0,1,1,2914,14.9,4.5,1,4,Resale,136.72,Low
PROP-048427,Mumbai,Navi Mumbai,Affordable,Apartment,2,2,0,859,694,1,6,Low (1-4),South-West,Unfurnished,3,0,5.4,0,0,1,0,2444,21.3,0.3,3,2,Resale,27.37,Low
PROP-029537,Bangalore,HSR Layout,Standard,Studio,1,2,1,512,419,5,7,Mid (5-9),East,Unfurnished,0,0,6.9,0,0,0,1,2600,11.0,4.0,4,1,Resale,42.88,Low
PROP-017478,Hyderabad,Jubilee Hills,Premium,Penthouse,4,5,2,2108,1775,6,8,Mid (5-9),North-West,Semi-Furnished,2,5,6.1,1,1,1,1,6546,7.3,0.7,4,3,New,393.11,High
PROP-031132,Hyderabad,Gachibowli,Standard,Row House,2,2,0,799,659,10,18,High (10-19),West,Unfurnished,5,1,5.7,0,0,1,1,2962,18.4,1.0,4,0,Resale,60.63,Low
PROP-019878,Mumbai,Andheri,Standard,Apartment,3,3,0,1336,1153,5,14,Mid (5-9),North-East,Unfurnished,3,0,3.4,0,0,0,1,2192,16.3,2.2,6,1,Resale,159.87,Low
PROP-003544,Delhi,Dwarka,Standard,Apartment,5,6,3,2342,1888,0,15,Ground,West,Fully Furnished,3,2,5.3,0,0,0,0,3242,11.9,0.1,1,3,Resale,171.29,Low
PROP-007302,Delhi,Noida Sector 62,Standard,Villa,3,4,2,1708,1465,3,10,Low (1-4),East,Unfurnished,11,2,6.1,1,0,0,1,3927,12.7,0.6,5,1,New,140.65,Low
PROP-032985,Bangalore,Indiranagar,Premium,Independent House,2,3,2,1196,996,6,7,Mid (5-9),South,Unfurnished,5,2,6.5,1,0,0,1,4418,8.9,0.5,3,4,Resale,148.53,Low
PROP-043976,Delhi,Dwarka,Standard,Apartment,3,4,1,1491,1202,9,18,Mid (5-9),North-East,Fully Furnished,4,3,4.8,0,1,0,1,5381,10.5,1.1,3,3,Resale,144.36,Low
